wallet_provider,wallet_id,balance,monthly_transactions,average_transaction,top_up_frequency,duitnow_qr_usage,user_id
ShopeePay,08da007d-7f6b-4a47-a0ae-e0c5aef7ccc9,188.83,16,52.48,6,9,67192f6b-ebc6-46b0-9111-b4f87085fb15
Touch n Go eWallet,db6b9917-8ee0-4a7d-b57d-2f5b09151c7d,425.8,22,24.92,5,14,67192f6b-ebc6-46b0-9111-b4f87085fb15
MAE,76acc96b-fc04-4bc2-9218-739f70e10c63,28.64,11,89.3,1,13,d3ec6a03-48bd-4b6d-923a-c4f8842adbce
Touch n Go eWallet,66e97151-c700-43c7-8d73-9fa935c4c585,291.98,27,79.22,6,6,d3ec6a03-48bd-4b6d-923a-c4f8842adbce
Boost,e64f4bd5-5ca9-4dda-a0cb-1f1b42c78e25,353.54,28,70.27,4,12,d3ec6a03-48bd-4b6d-923a-c4f8842adbce
GoPayz,9a55814d-3f2f-43b9-8127-a50e5b2ba780,173.17,16,96.75,5,8,efdcc6ba-e3bc-4ca8-afff-6630dbc41cf9
GrabPay,132735c5-4329-4919-897f-0b2dccb67013,257.08,20,53.66,2,10,efdcc6ba-e3bc-4ca8-afff-6630dbc41cf9
MAE,ef899ed4-ac23-41b7-bb28-e041b79499e6,412.02,11,19.27,4,11,efdcc6ba-e3bc-4ca8-afff-6630dbc41cf9
Touch n Go eWallet,29de46ce-3ddf-4282-a471-4d4c14d360e0,63.7,25,90.6,1,11,efdcc6ba-e3bc-4ca8-afff-6630dbc41cf9
Touch n Go eWallet,529b4d44-7a20-4071-bf4a-a7fe259765e4,377.74,24,64.25,5,15,7275c251-493c-4bfe-912e-e010a29036ae
GoPayz,aa94096d-46ac-462e-afce-6ebffbba82ad,43.75,23,95.58,2,4,7275c251-493c-4bfe-912e-e010a29036ae
MAE,bb8f4d2e-ecce-4ac0-9dfe-27c404b46108,16.04,8,10.73,5,11,7275c251-493c-4bfe-912e-e010a29036ae
GrabPay,bee62311-b6c4-4211-9381-36b81e806b45,301.28,22,19.42,7,5,7275c251-493c-4bfe-912e-e010a29036ae
MAE,864322f7-f94b-4071-a791-2fb4f04c8e97,309.6,6,80.83,8,12,d72e42f8-d787-4ff9-a37d-c69a99e509b8
ShopeePay,22b0a181-da33-42ad-9dfb-89fc7a6ff1a4,320.13,29,67.43,8,13,d72e42f8-d787-4ff9-a37d-c69a99e509b8
GoPayz,be97f170-b23c-4728-af31-af55bbf9da8b,355.25,14,24.0,1,3,d72e42f8-d787-4ff9-a37d-c69a99e509b8
GoPayz,5251d11c-9358-42a1-8d86-ad23b07c5e74,402.26,11,86.0,3,13,43d28d28-f258-4302-9ca6-3d78cd01b4de
Boost,e773d22e-6678-4ff2-93df-a9a1d4e465d2,339.0,14,34.16,3,6,43d28d28-f258-4302-9ca6-3d78cd01b4de
Touch n Go eWallet,daef76a8-797a-4ffe-93ed-91d140e947db,440.38,15,33.48,8,9,43d28d28-f258-4302-9ca6-3d78cd01b4de
ShopeePay,b27792a7-cf38-4176-8455-7fc7ee9257c6,117.45,18,89.02,4,8,43d28d28-f258-4302-9ca6-3d78cd01b4de
GoPayz,c971db24-66cd-41f2-baed-ed0a64145dd8,247.32,8,54.16,1,8,ec806915-ef3a-49dc-a74e-9f111dbc4cd0
MAE,6fb2496e-fb34-4e47-b384-c3f0e3c3d7fb,286.59,18,44.73,8,8,ec806915-ef3a-49dc-a74e-9f111dbc4cd0
Boost,d4416203-64ba-4a37-b76a-4e7145036251,73.82,22,66.22,4,5,ec806915-ef3a-49dc-a74e-9f111dbc4cd0
Touch n Go eWallet,3cdc2ee8-fede-4f8c-bd6a-b0920e60dd68,284.2,8,63.98,2,13,ec806915-ef3a-49dc-a74e-9f111dbc4cd0
Boost,7778ac35-a315-4cfd-a0c9-b42d1e1f1b8d,249.06,26,60.18,1,6,84f677f9-6def-4794-916c-e50b64f397d0
Touch n Go eWallet,a59e9796-20bc-45e2-9a15-b60c22d84d34,292.0,8,52.01,4,7,84f677f9-6def-4794-916c-e50b64f397d0
GoPayz,bac9b9ba-7bbd-4387-9eb2-bed56467e9a2,439.48,19,72.66,7,9,84f677f9-6def-4794-916c-e50b64f397d0
ShopeePay,37f51f75-615c-4dea-876f-ff53cde8a8ff,441.89,20,52.54,8,12,84f677f9-6def-4794-916c-e50b64f397d0
MAE,7922f436-1c79-4f66-918f-ee1ec814e943,302.36,15,31.04,2,10,f84e0318-7e32-4329-9192-fa88c4f7c5fa
GoPayz,94966ec7-c720-4280-aecf-c1496279956f,457.13,16,70.18,3,11,f84e0318-7e32-4329-9192-fa88c4f7c5fa
Boost,42eaa0ce-e5f5-4c3d-b649-aad3e53cb9e2,14.86,25,36.28,4,4,2a11d896-d23c-4636-906b-ad73128e931b
Touch n Go eWallet,025d0c24-2586-4f56-bca7-412e1244f6bc,377.01,10,55.87,3,7,2a11d896-d23c-4636-906b-ad73128e931b
ShopeePay,9d3cfc20-ddbb-45d6-859f-3f89da337775,298.05,8,86.57,6,4,0c878539-2ca3-4a71-a057-75bcabad2010
Touch n Go eWallet,7174bffc-9068-48ca-b85b-03efea43d19f,16.85,24,15.64,3,12,0c878539-2ca3-4a71-a057-75bcabad2010
GoPayz,39ab5122-5f96-436c-a54a-0f7e0e656fd2,311.7,7,69.32,6,13,0c878539-2ca3-4a71-a057-75bcabad2010
Boost,7ec40518-c629-42ad-aa1b-c716b04d9a91,297.27,20,69.45,3,10,0c878539-2ca3-4a71-a057-75bcabad2010
GoPayz,01d5b70e-4ee9-4935-aa02-3b096cd7c694,245.34,14,99.73,2,4,1d1a5c4d-960b-4684-aecd-50093e2c2065
Boost,e5547e2e-2638-4606-b0a3-dbeb06fcc62d,231.04,7,43.74,1,3,1d1a5c4d-960b-4684-aecd-50093e2c2065
GrabPay,559f6d5e-1732-4dbd-a3d2-658be3c7c0e0,365.49,27,52.02,4,4,1d1a5c4d-960b-4684-aecd-50093e2c2065
Touch n Go eWallet,fd06ed08-b6ec-45b1-bc04-b05f3b8f60fb,266.31,30,91.09,6,10,a5de8534-336f-4499-8f3f-7ee17ee3f71b
Boost,5682ede6-fa52-41c0-b11a-2631ba6c5f90,262.57,23,33.46,1,15,a5de8534-336f-4499-8f3f-7ee17ee3f71b
GoPayz,bc722805-6b8f-42f4-8337-68cc2973cf76,284.47,9,96.82,7,9,a5de8534-336f-4499-8f3f-7ee17ee3f71b
ShopeePay,8a1dc3c7-bfd7-4f9c-a29b-2fe7872fc630,294.16,24,74.52,3,15,b9dd9703-33c4-444a-aa33-6d848e05cc91
Boost,b8182faf-e2c0-4204-97ec-60d93bf9ac61,435.19,17,27.95,1,4,b9dd9703-33c4-444a-aa33-6d848e05cc91
ShopeePay,75911dc2-c67a-4a41-a007-0df74118f37c,343.03,24,13.11,6,8,565dc964-63d0-4925-81ab-bafa6438919d
GoPayz,124c01b8-cd6b-432a-a799-0a47d96f63e7,428.82,5,99.96,3,3,565dc964-63d0-4925-81ab-bafa6438919d
MAE,27711ac5-a588-49be-94b8-6cd0549e3cd4,365.73,24,73.63,4,3,a2242f87-78d5-429d-801a-d5e520d7c044
ShopeePay,aad0ca04-a0d1-4a5e-84c4-de11436f5bdb,45.78,25,46.85,2,6,a2242f87-78d5-429d-801a-d5e520d7c044
Touch n Go eWallet,1bae404e-ca22-4369-b2cb-b32973dff885,136.58,23,29.58,6,3,a2242f87-78d5-429d-801a-d5e520d7c044
MAE,2a416804-1a06-41f5-983a-5d5ffe0f961a,398.54,11,27.95,5,7,b17ca137-818d-494f-a426-44b8c699929e
GoPayz,c48f291c-a4a4-4503-a227-f9596a0b63d0,289.16,8,68.46,5,7,b17ca137-818d-494f-a426-44b8c699929e
Touch n Go eWallet,8c39b89f-bf32-40f8-9516-5d26defa730d,429.05,8,24.39,2,11,08f56b63-6e8f-4433-9409-10107a408883
Boost,7298ca14-c1bc-4104-a354-1a99e5ea4802,123.14,10,78.9,6,4,08f56b63-6e8f-4433-9409-10107a408883
GrabPay,e5df8df7-9675-42ae-8250-16d3d212f16f,384.0,28,33.19,7,14,08f56b63-6e8f-4433-9409-10107a408883
GoPayz,eb3b9330-4abf-42e6-9f30-433d7b57c56a,276.82,25,76.0,7,5,08f56b63-6e8f-4433-9409-10107a408883
MAE,71af0f48-1aa6-41f4-8545-dafb9ae4639d,347.28,17,88.46,4,14,a112bb66-af7b-4e5c-b83f-d308458b5e8b
Boost,af7bd7c6-9a15-4665-9780-a63400256bd2,225.97,7,23.12,5,3,a112bb66-af7b-4e5c-b83f-d308458b5e8b
ShopeePay,16756751-9e59-42a6-b2e0-7ddd36bf7385,37.73,23,70.94,8,4,eccf9422-1900-4fd8-8328-c9b3e084a9ee
Touch n Go eWallet,4a94343b-9e9b-4bdf-9415-60a2f67d992c,401.08,13,59.61,4,8,eccf9422-1900-4fd8-8328-c9b3e084a9ee
Boost,33f24d6c-27b4-429d-a9c1-3b2bf78844dd,227.86,27,98.67,6,15,eccf9422-1900-4fd8-8328-c9b3e084a9ee
ShopeePay,3e75c1fe-d099-4548-9134-577f54306fa5,355.69,20,78.53,4,7,0660812a-2644-4188-82c0-f05250f176ad
GoPayz,0e4f26be-7dbf-4790-84a8-59f758249405,426.19,20,23.39,6,10,0660812a-2644-4188-82c0-f05250f176ad
ShopeePay,d8540643-1136-48b1-ad38-be889780a6d6,226.46,5,65.99,5,8,75fe35a4-b333-4849-b6c6-e2e3338d3b99
GoPayz,a5f6701c-88d5-4341-bb2c-f9380d775622,304.29,16,46.66,7,15,75fe35a4-b333-4849-b6c6-e2e3338d3b99
Touch n Go eWallet,fd4b7de8-06be-4124-bb3d-17ceb5f3bbe8,111.47,6,62.18,4,4,75fe35a4-b333-4849-b6c6-e2e3338d3b99
GrabPay,893189c1-83f0-4bdf-80a4-e3540e78ac5f,369.87,25,96.83,7,12,a4bb2b48-9cdf-4ae3-a10f-2b5fd22b21ac
Boost,c200e288-487b-4055-8ae1-54ab3741095c,274.62,7,88.03,1,15,a4bb2b48-9cdf-4ae3-a10f-2b5fd22b21ac
MAE,b9bd9496-2460-4c03-977e-6c70487a42f8,310.46,23,45.39,4,8,99a3348f-63d1-4cae-94a8-d9470b86db70
GoPayz,eeae20ce-a8bb-4a4c-ae5e-134f2f338977,307.54,27,79.97,3,14,99a3348f-63d1-4cae-94a8-d9470b86db70
Boost,84374317-1751-412c-9817-64abd6a9a211,388.12,15,74.23,2,4,0f3f0434-8598-47d5-b335-52177db2ab38
GrabPay,450ead7e-6069-4883-b537-03e2c3c087e4,260.84,8,94.75,8,12,0f3f0434-8598-47d5-b335-52177db2ab38
GoPayz,1b1459c4-edc8-4ed7-afb4-5a0dbad18166,108.83,15,18.13,4,11,0f3f0434-8598-47d5-b335-52177db2ab38
MAE,71ca60ac-f360-473b-8b5d-ab8147c53ea1,247.86,10,10.91,5,8,0f3f0434-8598-47d5-b335-52177db2ab38
Boost,e3c68c1d-df6a-4786-9d78-387ecf2aabaa,41.98,27,79.12,7,12,b161e55b-5c0b-4024-9adc-3df988767633
ShopeePay,71e44824-b75f-4ee5-b016-52cdba6c7fc5,295.07,19,21.07,3,6,b161e55b-5c0b-4024-9adc-3df988767633
Touch n Go eWallet,742852ae-2d6f-48c8-a43e-5f9c2f87bcc9,132.96,18,55.31,3,8,68f4e572-d114-4b8f-8416-36ce463c98bf
Boost,879aa34c-fec1-4037-809b-1799a5761b6f,316.52,21,90.0,4,4,68f4e572-d114-4b8f-8416-36ce463c98bf
MAE,f18fa59f-cae1-42a6-a5c2-a68ff21f361f,97.05,18,21.59,4,8,68f4e572-d114-4b8f-8416-36ce463c98bf
Touch n Go eWallet,67468b73-0cf2-4352-a5d3-120e158eac0e,400.22,8,36.03,4,9,ee1dba23-b7eb-47e6-a9b0-fec19f219370
ShopeePay,64d52e48-7ba1-4fdb-9ab7-8b4cc3e1691d,264.33,28,37.42,8,12,ee1dba23-b7eb-47e6-a9b0-fec19f219370
Boost,588f21f5-5283-47e8-a665-2e88a3ed8a39,298.12,8,86.27,4,15,ee1dba23-b7eb-47e6-a9b0-fec19f219370
Touch n Go eWallet,2eea0fcd-9e35-4bb7-b026-ee5980e9ed26,159.92,6,82.24,8,10,d733be4d-b0a9-4d35-a2fd-49895cf429aa
GrabPay,08bed095-1e6e-487a-ba38-98d288fc62a0,151.49,25,41.69,6,4,d733be4d-b0a9-4d35-a2fd-49895cf429aa
Boost,e2ad614a-05a8-41cd-a67e-b1992649adce,284.68,27,72.83,5,9,17a0f539-b43d-480f-84df-a17346e2796f
GoPayz,89943f0c-0dbc-445c-bef7-c7bd272ed865,459.43,28,53.1,3,13,17a0f539-b43d-480f-84df-a17346e2796f
ShopeePay,c7673379-105a-421a-92fb-da4cef6799bc,84.85,23,70.63,1,13,3e26d7c4-d3b3-419d-b9d3-b585930792d8
MAE,a6d33bd9-0b50-4a0d-828e-061a44e272ce,28.81,21,40.39,1,4,3e26d7c4-d3b3-419d-b9d3-b585930792d8
GrabPay,d5998434-496a-4406-bba5-bb0474d9e50b,179.08,11,82.51,5,4,3e26d7c4-d3b3-419d-b9d3-b585930792d8
Boost,cc0054e6-97a1-4dba-be69-f9f9e2aae764,346.52,9,91.47,3,4,3e26d7c4-d3b3-419d-b9d3-b585930792d8
MAE,61c928c8-b742-4a41-92c9-d7d9f06afd1e,356.74,26,63.24,6,4,08988cf6-bb65-46ce-9793-aeba096bc139
ShopeePay,4cc45fb9-f466-460f-bc1f-62915eecf453,481.65,13,18.82,2,8,08988cf6-bb65-46ce-9793-aeba096bc139
GoPayz,8aca5cc8-247c-4bb4-84b8-176186639dbf,162.61,6,58.93,6,12,18b1db5d-cc66-4d0f-ba6f-be15a6a59d5e
GrabPay,b296c45b-2372-446e-861c-862be4f1091a,341.6,19,39.27,5,11,18b1db5d-cc66-4d0f-ba6f-be15a6a59d5e
GrabPay,bc45bd1f-9c3c-4465-8817-e7c5e44287fc,267.55,23,58.09,6,15,1dcb99a0-8251-446f-b23c-4ceb386435a9
Touch n Go eWallet,4806da0c-72c0-4a52-9d07-834fd0e4ca7d,168.11,9,11.2,7,8,1dcb99a0-8251-446f-b23c-4ceb386435a9
GoPayz,425a5777-1a6a-45da-bca0-2f3b401cf39f,139.15,19,19.4,3,6,1dcb99a0-8251-446f-b23c-4ceb386435a9
GrabPay,512a0277-13db-4e23-b2d1-54d11bc6db4c,411.55,14,95.08,3,11,19a13865-efcd-4c04-b394-d7c3b07dbdcb
MAE,b2195929-5b66-4706-8ce7-35f5c79020c3,330.31,28,61.59,1,13,19a13865-efcd-4c04-b394-d7c3b07dbdcb
Touch n Go eWallet,4a9f262b-a54a-4057-8d32-ad62eaad9194,209.68,14,27.52,5,13,2906b654-7d36-4d73-9566-1dae569f025b
MAE,ab79a6a4-0510-4318-a4d8-743ebd745803,144.57,29,47.19,7,14,2906b654-7d36-4d73-9566-1dae569f025b
Boost,295e7da0-9b52-44d3-bb67-090efc28c3a3,22.32,20,91.13,3,11,2906b654-7d36-4d73-9566-1dae569f025b
ShopeePay,1c482df4-d223-484d-9209-a6ee6887cfc5,80.76,11,66.5,6,6,2906b654-7d36-4d73-9566-1dae569f025b
GrabPay,13fcd463-3693-4427-8650-046000bb35d8,209.42,13,74.07,5,12,367e5cea-9b9c-4724-bb9b-d6ec5b48b635
Touch n Go eWallet,368e6799-c19e-4608-b690-97645a8b65ef,124.66,30,38.78,2,11,367e5cea-9b9c-4724-bb9b-d6ec5b48b635
MAE,62b1d5f8-534b-4fd2-97d2-444b00a2f430,457.05,7,55.27,5,15,20f9e6b4-4339-4205-a179-095287039721
ShopeePay,d608968b-72b5-4141-ab61-4e2a2c07bf38,135.53,12,63.19,3,10,20f9e6b4-4339-4205-a179-095287039721
Touch n Go eWallet,1795331b-ee67-48d4-9fc4-475b453952bd,105.39,25,48.42,2,3,20f9e6b4-4339-4205-a179-095287039721
ShopeePay,deee38b9-2a57-4a25-856f-85f31c1dd71a,354.62,22,39.65,8,4,88f4574f-2fe1-4442-a94b-54b0cf115b3b
GrabPay,04f8d93a-015b-4cdc-a607-51ba76553896,377.89,24,53.98,3,4,88f4574f-2fe1-4442-a94b-54b0cf115b3b
Touch n Go eWallet,52d81136-4588-4a8e-8399-ab503782b758,488.35,18,75.39,7,8,5057c322-d9be-4524-b5f6-5e1b735d6151
GoPayz,9e5816d5-3844-441c-853c-9059da355aa9,386.92,10,18.36,6,5,5057c322-d9be-4524-b5f6-5e1b735d6151
GrabPay,d84aa96a-ccc3-412c-8aa5-220dcd20ac4d,235.97,30,98.08,6,11,5057c322-d9be-4524-b5f6-5e1b735d6151
ShopeePay,d0eb157a-3f95-4794-8817-944422d81f50,173.73,28,95.95,5,6,5057c322-d9be-4524-b5f6-5e1b735d6151
GoPayz,fb79c145-498a-4ad2-9c8b-1e7df3b096c4,188.03,20,20.25,3,4,eb7b807e-d0c3-4a94-87fc-f2af8511319d
Boost,ebf7b991-c2c3-4153-9054-f4841b1d480a,22.89,11,53.91,4,13,eb7b807e-d0c3-4a94-87fc-f2af8511319d
ShopeePay,84cc11e7-f6da-4af4-9e15-4a1c362e2a38,258.52,25,32.82,8,11,eb7b807e-d0c3-4a94-87fc-f2af8511319d
Touch n Go eWallet,c7bc37cb-1fb6-4412-ab35-7de949fc8fa1,451.27,6,60.93,4,6,eb7b807e-d0c3-4a94-87fc-f2af8511319d
MAE,3ab9e2de-1389-4959-83b6-0b6645df072f,400.63,20,89.42,5,9,da07c4dd-5b82-4437-8181-fa66befc0d46
Boost,5b313b70-89d6-4336-8a02-f202949ee726,144.0,13,53.55,3,6,da07c4dd-5b82-4437-8181-fa66befc0d46
Touch n Go eWallet,de134b18-2cd2-48f0-92a6-b97a3224ab88,280.3,18,78.91,5,4,da07c4dd-5b82-4437-8181-fa66befc0d46
Boost,524537c4-8ac5-4295-83c9-6da890ed9a8a,244.74,13,69.67,3,5,ca912f9f-145e-46a4-85ea-0919550c23cd
Touch n Go eWallet,17aef0cc-27e1-4b7c-b4da-f0791ea53bb2,391.89,22,23.35,7,7,ca912f9f-145e-46a4-85ea-0919550c23cd
MAE,ad3653fd-8d3a-4e7a-a458-283cd04b2422,157.71,11,55.86,6,9,ca912f9f-145e-46a4-85ea-0919550c23cd
GrabPay,cfefc12d-981a-4cfd-a445-5e06e6faea29,95.25,24,92.56,1,13,ca912f9f-145e-46a4-85ea-0919550c23cd
GoPayz,66f7428c-02e8-4ca0-a6dc-a1a5313e2047,120.01,5,72.01,4,8,0da1526f-3b7b-48fb-91a0-c77e5807a3ab
ShopeePay,4c7606e7-ba1b-44d2-b8b2-8c94a0589572,143.16,8,24.55,2,5,0da1526f-3b7b-48fb-91a0-c77e5807a3ab
GrabPay,d0aa3904-919c-49d7-b300-6d104acbee37,406.0,21,74.48,5,5,0da1526f-3b7b-48fb-91a0-c77e5807a3ab
Touch n Go eWallet,c6d47ec6-38eb-44ab-bd7b-6bac4abd340c,57.65,6,43.18,1,6,d15ddada-891b-40c8-a0ae-d87c29aaf557
GoPayz,b4d04071-fec1-49b8-b51a-7f218fb9bcc0,306.21,29,51.4,5,5,d15ddada-891b-40c8-a0ae-d87c29aaf557
GoPayz,57378e88-97d1-4ed0-93a2-0eaa3b424463,278.41,17,44.85,7,13,f4c928e6-34fe-4c82-a64a-28adb3f20934
GrabPay,de914550-8d98-4414-80ed-653f881c01f7,302.23,20,59.1,7,3,f4c928e6-34fe-4c82-a64a-28adb3f20934
ShopeePay,af23fab0-9486-4e95-a00a-30590941ad8c,484.35,16,44.0,8,13,2063272e-0655-4da8-a568-1faf6c551497
Boost,31689a67-e1e0-472a-a5ed-59e4d7f60cfd,431.59,28,66.02,2,12,2063272e-0655-4da8-a568-1faf6c551497
MAE,ad3b1bc9-ce74-46e7-aa4a-7889e8358494,459.06,8,20.62,5,13,2063272e-0655-4da8-a568-1faf6c551497
GoPayz,79f78eae-5565-4163-9991-45b216830317,170.27,27,14.37,2,9,2063272e-0655-4da8-a568-1faf6c551497
MAE,0c2fff14-ccbb-4dba-bb48-8cec9f3aac54,185.71,9,67.23,3,6,fbb4d5cf-c288-4273-816f-1c38927f2514
ShopeePay,2bd20525-d9b5-4f25-b5b4-b40574b0494d,449.96,25,58.72,7,8,fbb4d5cf-c288-4273-816f-1c38927f2514
GrabPay,85080e4b-093a-4298-908f-922eb4c3d6c4,347.92,20,37.68,2,13,fbb4d5cf-c288-4273-816f-1c38927f2514
GoPayz,6aaef6b7-e536-435b-a2f6-4a7853bc9535,400.0,22,13.54,2,12,f684950e-8ccc-4493-b3fb-2718526d9b52
Touch n Go eWallet,f22dc327-72a1-48f5-8aa7-8503b79fad23,293.94,11,11.89,7,12,f684950e-8ccc-4493-b3fb-2718526d9b52
MAE,31e11a3b-8db7-4c01-bc2a-02bc7e622393,385.37,7,32.45,1,10,f684950e-8ccc-4493-b3fb-2718526d9b52
GrabPay,f5dba01d-ee4a-4ebe-995b-0a012114918c,92.27,6,13.61,3,15,f684950e-8ccc-4493-b3fb-2718526d9b52
Touch n Go eWallet,ff1281f0-1152-4c70-93df-19c36785a64a,23.64,27,46.58,8,8,d1c7b882-f9ee-442c-98d3-9cc7d7d2859d
ShopeePay,d24af664-7ee1-4a23-b835-318756462cda,98.43,13,90.36,3,7,d1c7b882-f9ee-442c-98d3-9cc7d7d2859d
Boost,15ca1136-837f-4ce8-be92-27c0a666f717,90.2,22,17.06,1,9,d1c7b882-f9ee-442c-98d3-9cc7d7d2859d
GrabPay,acfd3907-78c6-4cf2-882c-f3e789a180f5,394.81,30,31.96,7,14,d1c7b882-f9ee-442c-98d3-9cc7d7d2859d
Touch n Go eWallet,0849c1fd-de9f-43f9-8d5c-be451e23826b,439.31,30,22.23,5,7,5a8a0ce3-febe-48c9-9869-35e7a2ad492d
ShopeePay,8b9caf05-bc22-49d0-acf1-d32a55e7da23,394.01,14,85.56,5,4,5a8a0ce3-febe-48c9-9869-35e7a2ad492d
GoPayz,47c7c025-7ca4-4ad4-a56a-9a4855710ea9,370.51,21,25.86,2,10,5a8a0ce3-febe-48c9-9869-35e7a2ad492d
Boost,96d29285-86f6-44d6-b4fe-1396bc960726,474.24,9,67.86,5,13,5a8a0ce3-febe-48c9-9869-35e7a2ad492d
GrabPay,f4f890a3-4ca0-46db-b5c4-411c87bc805a,46.51,24,36.41,1,4,fca2d350-4eed-4bc4-9b91-a3de545c6639
MAE,55e00d12-deb9-4573-9976-ddda3d131c15,439.13,11,94.33,3,5,fca2d350-4eed-4bc4-9b91-a3de545c6639
GrabPay,f96314fa-075d-46f9-af4b-4816b3f977af,497.44,25,49.22,3,11,0e5df1af-7fde-49ee-8c45-01bcf9dfc07c
Boost,0687b4ef-0864-483b-afd2-f70427e0c7d1,362.5,10,86.74,7,10,0e5df1af-7fde-49ee-8c45-01bcf9dfc07c
GoPayz,53306ee0-4e6d-4e43-8848-163d38881846,213.75,11,39.69,2,11,0e5df1af-7fde-49ee-8c45-01bcf9dfc07c
Boost,35a4159e-dec6-407b-9255-2afdd2d9479e,454.72,11,39.81,4,8,bf879d59-4ada-4c9f-8ac8-fff4786d90ff
ShopeePay,eebf2cb8-3f54-4554-928c-38b48c6c1e0a,384.14,16,55.45,8,8,bf879d59-4ada-4c9f-8ac8-fff4786d90ff
Touch n Go eWallet,e2c017a7-36f7-4352-afc5-a29cc042b784,194.41,23,42.71,1,6,bf879d59-4ada-4c9f-8ac8-fff4786d90ff
Boost,ccdcedf2-e1c4-4e5a-bda4-3bccfed7735a,269.25,9,84.46,6,9,2ea5ad45-096b-48be-b70b-eedd5ceffb9c
ShopeePay,306caa42-2dd8-455c-b45a-a28632c9ab91,268.54,7,47.91,3,4,2ea5ad45-096b-48be-b70b-eedd5ceffb9c
MAE,4dcfbefb-4bf0-402d-83b2-71957ea1ecc2,496.85,20,99.72,8,3,38224978-0404-4610-922a-ac5c0803e974
ShopeePay,336ca0ce-fa27-4802-b9fb-92b9de263464,354.8,7,15.74,1,7,38224978-0404-4610-922a-ac5c0803e974
Touch n Go eWallet,50dd4338-6428-4cf1-8ad8-c74436367555,461.15,29,23.73,2,15,38224978-0404-4610-922a-ac5c0803e974
Boost,532d26e0-80e0-4c16-9c65-95f4ca6d50c0,122.03,7,58.06,2,9,38224978-0404-4610-922a-ac5c0803e974
GoPayz,a64cf287-ced4-4777-a5d1-c4f003244890,224.16,30,23.3,1,5,a8cf30d1-b0e5-4238-b415-fe23a7add83f
ShopeePay,6e9786c7-64c1-4661-b145-97b658d277fa,114.16,6,10.04,8,15,a8cf30d1-b0e5-4238-b415-fe23a7add83f
Boost,b56ab4c1-7d37-45fb-840d-3c49a4e22730,126.34,16,49.47,8,10,a8cf30d1-b0e5-4238-b415-fe23a7add83f
Touch n Go eWallet,5ab02959-acdb-4c50-a4d4-2ff708d048f6,34.41,23,55.32,2,13,a8cf30d1-b0e5-4238-b415-fe23a7add83f
Touch n Go eWallet,054f509e-34cb-4329-9afd-46a841333a78,410.92,7,95.65,7,4,3e07efc0-86c9-4284-9071-2b2e0db37a0b
MAE,66b22b23-c357-4940-aac1-54783f871fda,65.19,6,47.25,4,12,3e07efc0-86c9-4284-9071-2b2e0db37a0b
GoPayz,80a9d751-8b29-4c49-a621-e5b9e70dc2b1,144.28,29,96.57,2,6,3e07efc0-86c9-4284-9071-2b2e0db37a0b
GoPayz,c12731e8-7dcb-4fc5-b7f0-b3eb3fc5ac89,317.22,6,40.51,5,7,30337293-bc54-4ddc-a5be-5974e0a9b5b3
Touch n Go eWallet,9a664213-f8cd-432b-b4cd-0792fe2de2f4,20.15,15,47.1,8,6,30337293-bc54-4ddc-a5be-5974e0a9b5b3
GrabPay,ea102acf-3af4-4ccb-a6f7-3016a1907e1c,408.22,23,63.51,4,9,30337293-bc54-4ddc-a5be-5974e0a9b5b3
GoPayz,3de75851-4517-44f6-85b0-c5d97ad76c9a,460.28,15,84.75,1,11,4b544bf7-d69c-407e-afb2-99b91b9dcb4c
Boost,9acc0ab1-dd7f-4544-b062-98e2ad1e8a6b,123.57,19,66.95,2,6,4b544bf7-d69c-407e-afb2-99b91b9dcb4c
GrabPay,60b13e50-9c51-4e5b-a113-8fc0eeba0be4,229.62,8,65.06,8,6,4b544bf7-d69c-407e-afb2-99b91b9dcb4c
ShopeePay,297fda3f-11fe-4ef3-84de-e1df29bc3c83,198.89,24,46.16,7,9,4b544bf7-d69c-407e-afb2-99b91b9dcb4c
MAE,a76d8c8c-4b8f-4e09-a349-f5b2a730f87b,324.79,10,37.57,7,8,cc9ba26d-10aa-45ba-8ed5-d6105b7b60d0
Touch n Go eWallet,15850efc-d967-4ba2-beba-938e95bcddd3,224.47,21,46.24,4,12,cc9ba26d-10aa-45ba-8ed5-d6105b7b60d0
Boost,2a92389a-ceb7-4ecd-b682-0f5958d847a1,11.59,26,58.49,6,10,cc9ba26d-10aa-45ba-8ed5-d6105b7b60d0
GoPayz,8cc5e163-833a-472a-a966-6dd2f5a92cf8,463.18,30,52.53,5,13,cc9ba26d-10aa-45ba-8ed5-d6105b7b60d0
Touch n Go eWallet,f77dea40-6cb8-495d-b291-a6cc323261d6,317.76,10,13.36,2,14,2026c5f0-f676-4d0c-8fc1-7d4c632b24fa
MAE,6238c069-e13e-4f83-b93b-3ac6a0bffd88,107.94,7,97.75,8,9,2026c5f0-f676-4d0c-8fc1-7d4c632b24fa
Boost,e029e520-e1bf-495c-b82b-0d8a6db8a1fa,41.54,26,66.11,7,6,ea24fda8-6cd3-4fa4-a04d-1603a2fc1c49
GoPayz,bf2b1962-e1be-4f57-b67b-4129ec6e98f5,89.56,6,14.78,7,6,ea24fda8-6cd3-4fa4-a04d-1603a2fc1c49
Touch n Go eWallet,39929b35-3e24-44b3-9176-052de672a8fe,199.63,13,91.55,7,14,0240dd70-26c7-49b5-96b9-f5c4add0add7
